date,open,high,low,close,volume
16/03/1977,4.0732,4.0785,4.0499,4.0553,31354
17/03/1977,4.0553,4.0571,4.0339,4.0482,20624
18/03/1977,4.0482,4.0661,4.0357,4.0482,20003
21/03/1977,4.0482,4.0553,4.0339,4.0446,12283
22/03/1977,4.0447,4.0768,4.034,4.0768,24759
23/03/1977,4.0767,4.0785,4.0339,4.0339,28175
24/03/1977,4.0339,4.0357,3.9929,4,23014
25/03/1977,4,4.0089,3.9625,3.9625,19859
28/03/1977,3.9625,3.9911,3.9625,3.9875,17374
29/03/1977,3.991,4.016,3.991,4.0071,13670
30/03/1977,4.0053,4.0053,3.9375,3.95,36301
31/03/1977,3.9501,3.9769,3.9376,3.9483,14506
01/04/1977,3.9483,3.9768,3.9483,3.9697,25428
04/04/1977,3.9697,3.9715,3.9358,3.9376,13789
05/04/1977,3.9376,3.9518,3.9197,3.9197,26383
06/04/1977,3.9197,3.934,3.9161,3.934,18617
07/04/1977,3.9339,3.9536,3.9268,3.9518,11949
11/04/1977,3.9518,3.9589,3.909,3.95,21030
12/04/1977,3.95,3.9875,3.9358,3.9804,24424
13/04/1977,3.9697,3.9697,3.8412,3.909,56901
14/04/1977,3.909,3.934,3.8733,3.884,30948
15/04/1977,3.884,3.8911,3.8572,3.8911,31545
18/04/1977,3.8911,3.8929,3.8751,3.884,19071
19/04/1977,3.884,3.8965,3.8661,3.8715,18067
20/04/1977,3.8715,3.8768,3.8536,3.8554,27196
21/04/1977,3.8555,3.8626,3.7627,3.7698,42897
22/04/1977,3.7591,3.7591,3.677,3.6841,51453
25/04/1977,3.6841,3.7073,3.6627,3.6877,36851
26/04/1977,3.6876,3.7198,3.6769,3.7055,22846
27/04/1977,3.7055,3.7412,3.7019,3.7305,23062
28/04/1977,3.7305,3.7359,3.702,3.7091,28439
29/04/1977,3.7091,3.7091,3.6716,3.6948,19477
02/05/1977,3.6947,3.7126,3.6751,3.7126,17660
03/05/1977,3.7126,3.7412,3.7055,3.7305,20648
04/05/1977,3.7305,3.7662,3.718,3.7537,19764
05/05/1977,3.7771,3.7771,3.7411,3.7555,21739
06/05/1977,3.7483,3.7483,3.6906,3.6942,25527
09/05/1977,3.6942,3.705,3.6564,3.6798,20532
10/05/1977,3.6798,3.7086,3.678,3.6798,19471
11/05/1977,3.6798,3.6834,3.6276,3.6438,23163
12/05/1977,3.6438,3.6456,3.6114,3.6384,26227
13/05/1977,3.6384,3.6654,3.633,3.651,18433
16/05/1977,3.651,3.678,3.651,3.651,19350
17/05/1977,3.651,3.6816,3.6293,3.6816,22197
18/05/1977,3.6816,3.6978,3.6582,3.6618,24272
19/05/1977,3.6618,3.669,3.6366,3.6366,15152
20/05/1977,3.6185,3.6185,3.5951,3.6023,33658
23/05/1977,3.5987,3.5987,3.5356,3.5374,32161
24/05/1977,3.5375,3.5771,3.5375,3.5681,29050
25/05/1977,3.5681,3.5807,3.5447,3.5627,18096
26/05/1977,3.5627,3.5915,3.5573,3.5897,15297
27/05/1977,3.5897,3.5933,3.532,3.5356,22535
31/05/1977,3.5357,3.5555,3.5249,3.5393,15780
01/06/1977,3.5465,3.5897,3.5465,3.5753,27336
02/06/1977,3.5753,3.5807,3.5483,3.5537,23066
03/06/1977,3.5662,3.6149,3.5662,3.6149,21787
06/06/1977,3.6149,3.6329,3.6041,3.6113,18120
07/06/1977,3.6114,3.6474,3.5988,3.6456,6104
08/06/1977,3.6456,3.6582,3.6366,3.6456,22149
09/06/1977,3.6455,3.6546,3.6221,3.6221,15538
10/06/1977,3.6222,3.6366,3.6114,3.6276,14091
13/06/1977,3.6294,3.6582,3.6294,3.6546,11847
14/06/1977,3.6636,3.7267,3.6636,3.7267,33224
15/06/1977,3.7267,3.7465,3.7051,3.7303,36553
16/06/1977,3.7249,3.7249,3.6799,3.7087,32211
17/06/1977,3.7086,3.7302,3.7032,3.7122,14886
20/06/1977,3.7177,3.7519,3.7177,3.7483,15972
21/06/1977,3.7483,3.7663,3.7357,3.7447,29339
22/06/1977,3.7447,3.7537,3.7357,3.7537,21015
23/06/1977,3.7537,3.7807,3.7537,3.7771,22197
24/06/1977,3.7825,3.842,3.7825,3.8348,26299
27/06/1977,3.8348,3.8528,3.8204,3.851,12836
28/06/1977,3.851,3.8762,3.8077,3.8077,28108
29/06/1977,3.8078,3.8312,3.7699,3.824,32838
30/06/1977,3.824,3.8402,3.806,3.806,22777
01/07/1977,3.8041,3.8041,3.7627,3.7717,16768
05/07/1977,3.7717,3.8005,3.7663,3.7699,13873
06/07/1977,3.7699,3.7735,3.7375,3.7465,24321
07/07/1977,3.7465,3.7699,3.7375,3.7699,15610
08/07/1977,3.7699,3.7807,3.7195,3.7357,15828
11/07/1977,3.7357,3.7465,3.7213,3.7465,12836
12/07/1977,3.7411,3.7699,3.7411,3.7411,16165
13/07/1977,3.7357,3.7717,3.7357,3.7645,14115
15/07/1977,3.7789,3.9033,3.7789,3.8943,56459
18/07/1977,3.8996,3.9537,3.8996,3.9501,47217
19/07/1977,3.9501,3.9717,3.9321,3.9627,32306
20/07/1977,3.9609,3.9609,3.9303,3.9357,21184
21/07/1977,3.9357,3.9393,3.9033,3.9357,22800
22/07/1977,3.9357,3.9555,3.9303,3.9393,20629
25/07/1977,3.9393,3.9537,3.9285,3.9483,14911
26/07/1977,3.9393,3.9393,3.9105,3.9159,14356
27/07/1977,3.9141,3.9141,3.8528,3.8564,20943
28/07/1977,3.8564,3.8708,3.8384,3.8492,17324
29/07/1977,3.8492,3.8654,3.8329,3.8654,13222
01/08/1977,3.8654,3.9032,3.8654,3.8888,10158
02/08/1977,3.887,3.887,3.8726,3.8816,11171
03/08/1977,3.8816,3.8996,3.8672,3.8888,17661
04/08/1977,3.9143,3.9143,3.8797,3.9143,29711
05/08/1977,3.9143,3.9234,3.8779,3.8779,14855
08/08/1977,3.878,3.878,3.8398,3.8416,16779
09/08/1977,3.8452,3.8743,3.8452,3.8652,19336
10/08/1977,3.8652,3.9034,3.8561,3.9034,14977
11/08/1977,3.9034,3.9107,3.867,3.8725,16706
12/08/1977,3.8725,3.8907,3.8634,3.8707,10301
15/08/1977,3.8707,3.9198,3.8671,3.9198,12786
16/08/1977,3.9179,3.9179,3.8925,3.8961,11446
17/08/1977,3.8961,3.9307,3.8961,3.9107,13151
18/08/1977,3.8961,3.947,3.8924,3.907,17461
19/08/1977,3.907,3.9197,3.8888,3.9161,13832
22/08/1977,3.9162,3.9507,3.9143,3.9471,13516
23/08/1977,3.9471,3.958,3.9216,3.9307,14929
24/08/1977,3.9307,3.9344,3.8871,3.8998,15221
25/08/1977,3.8998,3.9107,3.8834,3.8889,11178
26/08/1977,3.8888,3.8979,3.8707,3.8943,16609
29/08/1977,3.8961,3.9216,3.8961,3.9216,14295
30/08/1977,3.9215,3.9416,3.8797,3.8797,13345
31/08/1977,3.8797,3.9107,3.8652,3.9052,15196
01/09/1977,3.9052,3.9143,3.8815,3.887,12737
02/09/1977,3.8924,3.907,3.8924,3.907,15635
06/09/1977,3.907,3.9088,3.8779,3.9052,12420
07/09/1977,3.9052,3.907,3.887,3.8979,10715
08/09/1977,3.8962,3.8962,3.8598,3.8616,16195
09/09/1977,3.8598,3.8598,3.8234,3.8234,20822
12/09/1977,3.8234,3.8289,3.8016,3.8234,18289
13/09/1977,3.8234,3.8325,3.807,3.8234,12079
14/09/1977,3.8233,3.8452,3.8197,3.8288,10106
15/09/1977,3.8289,3.8398,3.8088,3.8234,13151
16/09/1977,3.8197,3.8197,3.7706,3.7724,24036
19/09/1977,3.7543,3.7543,3.7179,3.7215,21431
20/09/1977,3.7215,3.7688,3.7197,3.7688,22015
21/09/1977,3.7688,3.7688,3.7143,3.7288,18484
22/09/1977,3.7288,3.7633,3.7252,3.7488,18874
23/09/1977,3.7488,3.7615,3.7306,3.7397,17145
26/09/1977,3.7397,3.7834,3.7361,3.7761,6332
27/09/1977,3.7761,3.7797,3.7543,3.7579,18119
28/09/1977,3.7579,3.7906,3.7579,3.7761,15684
29/09/1977,3.7779,3.7924,3.7779,3.7888,15756
30/09/1977,3.7888,3.8016,3.7779,3.7979,12761
03/10/1977,3.7979,3.8197,3.7724,3.8197,17680
04/10/1977,3.8125,3.8125,3.7615,3.7688,20481
05/10/1977,3.7687,3.7724,3.7396,3.7451,19385
06/10/1977,3.7451,3.7651,3.7451,3.7524,14003
07/10/1977,3.7524,3.7597,3.736,3.7433,16974
10/10/1977,3.7434,3.7543,3.7325,3.7543,5455
11/10/1977,3.7488,3.7488,3.7288,3.7324,12274
12/10/1977,3.7251,3.7251,3.6978,3.7142,19190
13/10/1977,3.7143,3.7615,3.7124,3.747,22332
14/10/1977,3.7469,3.7651,3.736,3.7524,26399
17/10/1977,3.7525,3.7652,3.7416,3.7652,12615
18/10/1977,3.7651,3.7724,3.7433,3.7451,13077
19/10/1977,3.7452,3.747,3.7161,3.7252,12712
20/10/1977,3.7252,3.7633,3.7197,3.7506,18557
21/10/1977,3.7506,3.7761,3.7452,3.7652,22746
24/10/1977,3.7652,3.7779,3.7615,3.7652,24110
25/10/1977,3.7433,3.7469,3.7215,3.7433,29978
26/10/1977,3.7433,3.7979,3.7397,3.7906,45857
27/10/1977,3.7906,3.8016,3.7688,3.787,25157
28/10/1977,3.7852,3.7852,3.7615,3.767,12688
31/10/1977,3.7669,3.7724,3.7396,3.7433,14466
01/11/1977,3.7433,3.7488,3.7215,3.7215,24524
02/11/1977,3.7234,3.7234,3.6591,3.6683,45327
03/11/1977,3.6683,3.6848,3.6591,3.6738,35612
04/11/1977,3.6792,3.7178,3.6792,3.7178,46063
07/11/1977,3.7179,3.7216,3.6958,3.7032,20585
08/11/1977,3.7031,3.7086,3.681,3.6884,22208
09/11/1977,3.6885,3.7142,3.683,3.7142,22307
10/11/1977,3.7142,3.8134,3.7142,3.8097,36694
11/11/1977,3.8133,3.8317,3.8133,3.8225,27422
14/11/1977,3.8207,3.8207,3.7932,3.795,17634
15/11/1977,3.795,3.8648,3.795,3.8354,29266
16/11/1977,3.8354,3.8428,3.784,3.7895,18347
17/11/1977,3.7895,3.8097,3.7766,3.7913,16650
18/11/1977,3.7969,3.8336,3.7969,3.8244,23708
21/11/1977,3.8243,3.8354,3.806,3.828,14731
22/11/1977,3.8445,3.9125,3.8445,3.9125,30865
23/11/1977,3.9125,3.9566,3.8868,3.9456,26708
25/11/1977,3.9456,3.9567,3.9273,3.9493,14191
28/11/1977,3.9493,3.9512,3.9236,3.9236,27152
29/11/1977,3.9236,3.9254,3.8612,3.863,26291
30/11/1977,3.863,3.8942,3.8464,3.8795,32906
01/12/1977,3.8795,3.8832,3.8538,3.8648,14707
02/12/1977,3.8647,3.8868,3.8537,3.8868,18716
05/12/1977,3.8868,3.8905,3.8574,3.8666,17830
06/12/1977,3.8556,3.8556,3.8097,3.828,36890
07/12/1977,3.828,3.8428,3.817,3.8354,26684
08/12/1977,3.8372,3.8611,3.8372,3.8556,16920
09/12/1977,3.8556,3.907,3.8243,3.8868,26536
12/12/1977,3.8869,3.9071,3.8685,3.8685,16011
13/12/1977,3.8685,3.8869,3.8593,3.8832,14732
14/12/1977,3.8831,3.9143,3.8666,3.9125,14190
15/12/1977,3.9125,3.9328,3.8905,3.8905,26094
16/12/1977,3.8905,3.9089,3.8758,3.8758,15838
19/12/1977,3.8758,3.8905,3.8574,3.8666,13477
20/12/1977,3.8667,3.885,3.8446,3.8832,27078
21/12/1977,3.8832,3.9199,3.8832,3.9089,24126
22/12/1977,3.918,3.9383,3.918,3.9309,35931
23/12/1977,3.9309,3.9713,3.9309,3.9713,49039
27/12/1977,3.9713,3.9768,3.9529,3.9713,22085
28/12/1977,3.9713,3.986,3.9566,3.9823,19330
29/12/1977,3.9824,4.0191,3.9658,4.0081,26463
30/12/1977,4.0081,4.0448,4.0081,4.0191,29316
03/01/1978,3.9456,4.0117,3.9456,3.9493,21987
04/01/1978,3.9493,3.9787,3.9309,3.9787,37628
05/01/1978,3.9786,3.9933,3.9088,3.9217,30151
06/01/1978,3.9218,3.9236,3.8887,3.9236,26143
09/01/1978,3.9235,3.9511,3.8978,3.9511,45547
10/01/1978,3.9512,3.964,3.9163,3.9236,57918
11/01/1978,3.9235,3.9401,3.9015,3.9107,34037
12/01/1978,3.9143,3.9419,3.9143,3.918,30496
13/01/1978,3.9181,3.9346,3.9015,3.9089,20290
16/01/1978,3.9089,3.9383,3.8795,3.9309,27717
17/01/1978,3.9309,3.9566,3.9198,3.9529,24151
18/01/1978,3.9529,3.9639,3.9235,3.9566,21839
19/01/1978,3.9566,3.9566,3.9235,3.9309,24200
20/01/1978,3.9272,3.9272,3.896,3.9125,20585
23/01/1978,3.9126,3.9126,3.8869,3.8997,43260
24/01/1978,3.8997,3.9236,3.8905,3.9089,27914
25/01/1978,3.9088,3.929,3.9052,3.907,20609
26/01/1978,3.9071,3.9181,3.8795,3.8832,24741
27/01/1978,3.8832,3.9052,3.8832,3.8942,26291
30/01/1978,3.8941,3.9217,3.8868,3.9217,17191
31/01/1978,3.9217,3.9217,3.8868,3.9015,19675
01/02/1978,3.9015,3.9144,3.8886,3.9015,17388
02/02/1978,3.9016,3.9126,3.8611,3.8685,28750
03/02/1978,3.8703,3.8703,3.8332,3.8425,26134
06/02/1978,3.8426,3.8444,3.8203,3.8407,14646
07/02/1978,3.8407,3.8741,3.837,3.8741,17083
08/02/1978,3.8741,3.8908,3.8555,3.8648,18028
09/02/1978,3.8648,3.8648,3.8425,3.8592,14944
10/02/1978,3.8593,3.8667,3.8333,3.8333,15218
13/02/1978,3.8332,3.8406,3.8221,3.8388,25089
14/02/1978,3.8295,3.8295,3.8109,3.8221,16013
15/02/1978,3.8221,3.8332,3.8109,3.8221,21509
16/02/1978,3.8072,3.8072,3.7849,3.8035,27949
17/02/1978,3.8035,3.8091,3.7905,3.7924,25512
21/02/1978,3.7924,3.798,3.7775,3.7924,34489
22/02/1978,3.7924,3.8073,3.785,3.785,24344
23/02/1978,3.7849,3.8035,3.7682,3.8035,26084
24/02/1978,3.8035,3.8258,3.7942,3.8128,32201
27/02/1978,3.8128,3.8203,3.7664,3.7701,16536
28/02/1978,3.77,3.77,3.7181,3.7329,30460
01/03/1978,3.733,3.7515,3.72,3.7367,30038
02/03/1978,3.7366,3.7478,3.6958,3.6995,44086
03/03/1978,3.6995,3.7107,3.6401,3.6438,47618
06/03/1978,3.629,3.629,3.5695,3.5788,41028
07/03/1978,3.5825,3.6364,3.5825,3.6364,45032
08/03/1978,3.6364,3.6661,3.5862,3.6568,40133
09/03/1978,3.6568,3.6754,3.6216,3.629,42570
10/03/1978,3.629,3.6513,3.5993,3.6067,60896
13/03/1978,3.6067,3.6216,3.5473,3.551,55202
14/03/1978,3.5546,3.6103,3.5546,3.5992,50974
15/03/1978,3.5974,3.5974,3.5584,3.5677,28819
16/03/1978,3.5677,3.6178,3.5547,3.6141,25015
17/03/1978,3.6141,3.629,3.5881,3.6234,23075
20/03/1978,3.6234,3.6309,3.577,3.577,29889
21/03/1978,3.577,3.5807,3.5361,3.5547,37448
22/03/1978,3.5547,3.577,3.5417,3.5584,31206
23/03/1978,3.5584,3.577,3.5528,3.5621,18102
27/03/1978,3.5509,3.5509,3.5249,3.5398,22752
28/03/1978,3.5398,3.5639,3.5231,3.5602,20862
29/03/1978,3.5602,3.5658,3.5435,3.5435,19743
30/03/1978,3.5416,3.5416,3.5268,3.5342,18947
31/03/1978,3.5306,3.5306,3.4953,3.499,42471
03/04/1978,3.5101,3.5101,3.4878,3.5101,28247
04/04/1978,3.5101,3.5417,3.5083,3.5361,44112
05/04/1978,3.5398,3.5881,3.5398,3.5862,33494
06/04/1978,3.5862,3.6253,3.5732,3.5751,44385
07/04/1978,3.5751,3.6104,3.5621,3.5788,27924
10/04/1978,3.5788,3.5881,3.5621,3.5807,28994
11/04/1978,3.5733,3.5733,3.5566,3.564,25139
12/04/1978,3.564,3.5955,3.5101,3.5101,36329
13/04/1978,3.5101,3.5584,3.499,3.5584,89044
14/04/1978,3.5732,3.6252,3.5732,3.6178,60050
17/04/1978,3.7682,3.7682,3.6902,3.7311,75790
18/04/1978,3.7311,3.7589,3.6976,3.7329,57439
19/04/1978,3.733,3.7739,3.7089,3.759,37995
20/04/1978,3.759,3.8314,3.7515,3.7664,43540
21/04/1978,3.7664,3.7961,3.7459,3.7738,35259
24/04/1978,3.7739,3.837,3.759,3.8333,27352
25/04/1978,3.8816,3.9224,3.8816,3.889,93048
26/04/1978,3.889,3.9373,3.8834,3.8983,68406
27/04/1978,3.8889,3.8889,3.8611,3.8852,42196
28/04/1978,3.8852,3.9521,3.8685,3.9521,39810
01/05/1978,3.9522,3.993,3.928,3.967,33818
02/05/1978,3.9669,3.9762,3.9447,3.9521,25636
03/05/1978,3.9522,3.9559,3.9039,3.9113,35434
